"x","y","elevation"
597231.263048331,6431426.53022083,186.0546875
597481.263048331,6431426.53022083,159.789657592773
597731.263048331,6431426.53022083,153.017990112305
597981.263048331,6431426.53022083,140.381225585938
598231.263048331,6431426.53022083,129.583587646484
598481.263048331,6431426.53022083,137.913864135742
598731.263048331,6431426.53022083,154.722351074219
598981.263048331,6431426.53022083,157.736572265625
599231.263048331,6431426.53022083,157.223098754883
599481.263048331,6431426.53022083,160.944946289062
599731.263048331,6431426.53022083,153.876998901367
599981.263048331,6431426.53022083,153.711013793945
600231.263048331,6431426.53022083,159.980453491211
600481.263048331,6431426.53022083,157.409164428711
600731.263048331,6431426.53022083,155.338912963867
600981.263048331,6431426.53022083,154.489868164062
601231.263048331,6431426.53022083,159.264556884766
601481.263048331,6431426.53022083,169.228591918945
601731.263048331,6431426.53022083,168.391662597656
601981.263048331,6431426.53022083,181.697647094727
602231.263048331,6431426.53022083,193.355056762695
602481.263048331,6431426.53022083,191.286148071289
602731.263048331,6431426.53022083,209.064987182617
602981.263048331,6431426.53022083,233.562637329102
603231.263048331,6431426.53022083,250.848724365234
586231.263048331,6431176.53022083,266.334899902344
586481.263048331,6431176.53022083,268.658905029297
586731.263048331,6431176.53022083,264.700775146484
586981.263048331,6431176.53022083,269.354339599609
587231.263048331,6431176.53022083,253.705490112305
587481.263048331,6431176.53022083,212.312896728516
587731.263048331,6431176.53022083,203.392150878906
587981.263048331,6431176.53022083,201.084091186523
588231.263048331,6431176.53022083,198.440811157227
588481.263048331,6431176.53022083,213.1533203125
588731.263048331,6431176.53022083,256.556213378906
588981.263048331,6431176.53022083,283.271911621094
589231.263048331,6431176.53022083,275.496673583984
589481.263048331,6431176.53022083,272.796356201172
589731.263048331,6431176.53022083,265.650604248047
589981.263048331,6431176.53022083,249.047500610352
590231.263048331,6431176.53022083,231.826232910156
590481.263048331,6431176.53022083,188.80534362793
590731.263048331,6431176.53022083,188.498733520508
590981.263048331,6431176.53022083,228.052993774414
591231.263048331,6431176.53022083,245.054672241211
591481.263048331,6431176.53022083,249.181701660156
591731.263048331,6431176.53022083,246.498199462891
591981.263048331,6431176.53022083,256.733428955078
592231.263048331,6431176.53022083,282.886352539062
592481.263048331,6431176.53022083,302.122222900391
592731.263048331,6431176.53022083,296.429138183594
592981.263048331,6431176.53022083,274.177398681641
593231.263048331,6431176.53022083,266.395355224609
593481.263048331,6431176.53022083,205.874008178711
593731.263048331,6431176.53022083,160.739059448242
593981.263048331,6431176.53022083,138.192718505859
594231.263048331,6431176.53022083,125.624038696289
594481.263048331,6431176.53022083,119.157409667969
594731.263048331,6431176.53022083,116.64786529541
594981.263048331,6431176.53022083,117.210014343262
595231.263048331,6431176.53022083,118.784614562988
595481.263048331,6431176.53022083,129.399429321289
595731.263048331,6431176.53022083,152.80126953125
595981.263048331,6431176.53022083,180.66731262207
596231.263048331,6431176.53022083,192.420684814453
596481.263048331,6431176.53022083,206.213973999023
596731.263048331,6431176.53022083,235.57958984375
596981.263048331,6431176.53022083,242.235198974609
597231.263048331,6431176.53022083,199.689712524414
597481.263048331,6431176.53022083,161.588623046875
597731.263048331,6431176.53022083,149.98796081543
597981.263048331,6431176.53022083,140.393478393555
598231.263048331,6431176.53022083,129.189834594727
598481.263048331,6431176.53022083,136.221908569336
598731.263048331,6431176.53022083,148.899032592773
598981.263048331,6431176.53022083,146.124145507812
599231.263048331,6431176.53022083,148.163223266602
599481.263048331,6431176.53022083,142.393112182617
599731.263048331,6431176.53022083,140.426940917969
599981.263048331,6431176.53022083,143.155563354492
600231.263048331,6431176.53022083,145.994064331055
600481.263048331,6431176.53022083,147.966217041016
600731.263048331,6431176.53022083,152.177749633789
600981.263048331,6431176.53022083,159.655456542969
601231.263048331,6431176.53022083,173.445755004883
601481.263048331,6431176.53022083,181.051574707031
601731.263048331,6431176.53022083,183.652603149414
601981.263048331,6431176.53022083,193.392227172852
602231.263048331,6431176.53022083,216.541976928711
602481.263048331,6431176.53022083,215.755249023438
602731.263048331,6431176.53022083,211.575973510742
602981.263048331,6431176.53022083,241.644882202148
603231.263048331,6431176.53022083,266.6767578125
586231.263048331,6430926.53022083,260.538299560547
586481.263048331,6430926.53022083,257.833984375
586731.263048331,6430926.53022083,253.93603515625
586981.263048331,6430926.53022083,261.46044921875
587231.263048331,6430926.53022083,257.260375976562
587481.263048331,6430926.53022083,226.71467590332
587731.263048331,6430926.53022083,223.090774536133
587981.263048331,6430926.53022083,215.660766601562
588231.263048331,6430926.53022083,207.493576049805
588481.263048331,6430926.53022083,192.985168457031
588731.263048331,6430926.53022083,208.169479370117
588981.263048331,6430926.53022083,251.381042480469
589231.263048331,6430926.53022083,249.354217529297
589481.263048331,6430926.53022083,250.451858520508
589731.263048331,6430926.53022083,261.650512695312
589981.263048331,6430926.53022083,241.250686645508
590231.263048331,6430926.53022083,225.408752441406
590481.263048331,6430926.53022083,181.448608398438
590731.263048331,6430926.53022083,200.411895751953
590981.263048331,6430926.53022083,240.664337158203
591231.263048331,6430926.53022083,257.699279785156
591481.263048331,6430926.53022083,267.156005859375
591731.263048331,6430926.53022083,267.491424560547
591981.263048331,6430926.53022083,282.726226806641
592231.263048331,6430926.53022083,311.322235107422
592481.263048331,6430926.53022083,323.502868652344
592731.263048331,6430926.53022083,311.625915527344
592981.263048331,6430926.53022083,300.350189208984
593231.263048331,6430926.53022083,279.102142333984
593481.263048331,6430926.53022083,206.048645019531
593731.263048331,6430926.53022083,163.292297363281
593981.263048331,6430926.53022083,147.514663696289
594231.263048331,6430926.53022083,132.088577270508
594481.263048331,6430926.53022083,120.57691192627
594731.263048331,6430926.53022083,116.799667358398
594981.263048331,6430926.53022083,116.638725280762
595231.263048331,6430926.53022083,119.076950073242
595481.263048331,6430926.53022083,133.110656738281
595731.263048331,6430926.53022083,161.862869262695
595981.263048331,6430926.53022083,179.757934570312
596231.263048331,6430926.53022083,177.810882568359
596481.263048331,6430926.53022083,206.702133178711
596731.263048331,6430926.53022083,242.320251464844
596981.263048331,6430926.53022083,249.349853515625
597231.263048331,6430926.53022083,207.423782348633
597481.263048331,6430926.53022083,165.140640258789
597731.263048331,6430926.53022083,147.335327148438
597981.263048331,6430926.53022083,139.390899658203
598231.263048331,6430926.53022083,128.829956054688
598481.263048331,6430926.53022083,132.981887817383
598731.263048331,6430926.53022083,137.197601318359
598981.263048331,6430926.53022083,137.403457641602
599231.263048331,6430926.53022083,146.043273925781
599481.263048331,6430926.53022083,151.913162231445
599731.263048331,6430926.53022083,157.895935058594
599981.263048331,6430926.53022083,155.076904296875
600231.263048331,6430926.53022083,160.158477783203
600481.263048331,6430926.53022083,165.40283203125
600731.263048331,6430926.53022083,162.946701049805
600981.263048331,6430926.53022083,166.095230102539
601231.263048331,6430926.53022083,180.137557983398
601481.263048331,6430926.53022083,198.924819946289
601731.263048331,6430926.53022083,201.474533081055
601981.263048331,6430926.53022083,196.418350219727
602231.263048331,6430926.53022083,224.219436645508
602481.263048331,6430926.53022083,239.201278686523
602731.263048331,6430926.53022083,232.605499267578
602981.263048331,6430926.53022083,265.281555175781
603231.263048331,6430926.53022083,283.423919677734
586231.263048331,6430676.53022083,269.398590087891
586481.263048331,6430676.53022083,262.299499511719
586731.263048331,6430676.53022083,259.991363525391
586981.263048331,6430676.53022083,270.045593261719
587231.263048331,6430676.53022083,265.169555664062
587481.263048331,6430676.53022083,243.783660888672
587731.263048331,6430676.53022083,240.101089477539
587981.263048331,6430676.53022083,233.309753417969
588231.263048331,6430676.53022083,226.324249267578
588481.263048331,6430676.53022083,206.113479614258
588731.263048331,6430676.53022083,192.952377319336
588981.263048331,6430676.53022083,209.779144287109
589231.263048331,6430676.53022083,212.802185058594
589481.263048331,6430676.53022083,233.740646362305
589731.263048331,6430676.53022083,253.501312255859
589981.263048331,6430676.53022083,235.671585083008
590231.263048331,6430676.53022083,202.691635131836
590481.263048331,6430676.53022083,178.151321411133
590731.263048331,6430676.53022083,209.882736206055
590981.263048331,6430676.53022083,243.164459228516
591231.263048331,6430676.53022083,262.6064453125
591481.263048331,6430676.53022083,282.419097900391
591731.263048331,6430676.53022083,292.979217529297
591981.263048331,6430676.53022083,307.01904296875
592231.263048331,6430676.53022083,322.901824951172
592481.263048331,6430676.53022083,315.352478027344
592731.263048331,6430676.53022083,313.925964355469
592981.263048331,6430676.53022083,317.916625976562
593231.263048331,6430676.53022083,277.8095703125
593481.263048331,6430676.53022083,228.145324707031
593731.263048331,6430676.53022083,198.854598999023
593981.263048331,6430676.53022083,158.049224853516
594231.263048331,6430676.53022083,137.558929443359
594481.263048331,6430676.53022083,124.483436584473
594731.263048331,6430676.53022083,116.757522583008
594981.263048331,6430676.53022083,115.844085693359
595231.263048331,6430676.53022083,118.33519744873
595481.263048331,6430676.53022083,127.034278869629
595731.263048331,6430676.53022083,139.017868041992
595981.263048331,6430676.53022083,148.709075927734
596231.263048331,6430676.53022083,158.612655639648
596481.263048331,6430676.53022083,182.677978515625
596731.263048331,6430676.53022083,220.84294128418
596981.263048331,6430676.53022083,241.898452758789
597231.263048331,6430676.53022083,210.241806030273
597481.263048331,6430676.53022083,169.835189819336
597731.263048331,6430676.53022083,149.437545776367
597981.263048331,6430676.53022083,140.997634887695
598231.263048331,6430676.53022083,128.184509277344
598481.263048331,6430676.53022083,128.408508300781
598731.263048331,6430676.53022083,138.913787841797
598981.263048331,6430676.53022083,150.653076171875
599231.263048331,6430676.53022083,161.312530517578
599481.263048331,6430676.53022083,174.323791503906
599731.263048331,6430676.53022083,181.241333007812
599981.263048331,6430676.53022083,169.929733276367
600231.263048331,6430676.53022083,171.78971862793
600481.263048331,6430676.53022083,191.242477416992
600731.263048331,6430676.53022083,182.776733398438
600981.263048331,6430676.53022083,185.163101196289
601231.263048331,6430676.53022083,186.142471313477
601481.263048331,6430676.53022083,199.776596069336
601731.263048331,6430676.53022083,217.146194458008
601981.263048331,6430676.53022083,207.587127685547
602231.263048331,6430676.53022083,225.936965942383
602481.263048331,6430676.53022083,245.397918701172
602731.263048331,6430676.53022083,253.525283813477
602981.263048331,6430676.53022083,274.920013427734
603231.263048331,6430676.53022083,272.34228515625
586231.263048331,6430426.53022083,271.451263427734
586481.263048331,6430426.53022083,267.401641845703
586731.263048331,6430426.53022083,273.304626464844
586981.263048331,6430426.53022083,288.843505859375
587231.263048331,6430426.53022083,278.398620605469
587481.263048331,6430426.53022083,259.179382324219
587731.263048331,6430426.53022083,249.132232666016
587981.263048331,6430426.53022083,250.233352661133
588231.263048331,6430426.53022083,230.378082275391
588481.263048331,6430426.53022083,230.625106811523
588731.263048331,6430426.53022083,211.440399169922
588981.263048331,6430426.53022083,188.212112426758
589231.263048331,6430426.53022083,180.660278320312
589481.263048331,6430426.53022083,207.951629638672
589731.263048331,6430426.53022083,220.976699829102
589981.263048331,6430426.53022083,200.82861328125
590231.263048331,6430426.53022083,180.4052734375
590481.263048331,6430426.53022083,199.018020629883
590731.263048331,6430426.53022083,232.061599731445
590981.263048331,6430426.53022083,259.990631103516
591231.263048331,6430426.53022083,274.887725830078
591481.263048331,6430426.53022083,298.327453613281
591731.263048331,6430426.53022083,308.72705078125
591981.263048331,6430426.53022083,310.866577148438
592231.263048331,6430426.53022083,301.912567138672
592481.263048331,6430426.53022083,288.538421630859
592731.263048331,6430426.53022083,304.633544921875
592981.263048331,6430426.53022083,324.282287597656
593231.263048331,6430426.53022083,304.020660400391
593481.263048331,6430426.53022083,281.675750732422
593731.263048331,6430426.53022083,231.401000976562
593981.263048331,6430426.53022083,180.041137695312
594231.263048331,6430426.53022083,167.752639770508
594481.263048331,6430426.53022083,143.599533081055
594731.263048331,6430426.53022083,120.56477355957
594981.263048331,6430426.53022083,115.854309082031
595231.263048331,6430426.53022083,116.537010192871
595481.263048331,6430426.53022083,124.9619140625
595731.263048331,6430426.53022083,140.926712036133
595981.263048331,6430426.53022083,158.906616210938
596231.263048331,6430426.53022083,189.334716796875
596481.263048331,6430426.53022083,210.505401611328
596731.263048331,6430426.53022083,238.339981079102
596981.263048331,6430426.53022083,235.155899047852
597231.263048331,6430426.53022083,198.452819824219
597481.263048331,6430426.53022083,172.544036865234
597731.263048331,6430426.53022083,152.434173583984
597981.263048331,6430426.53022083,141.665084838867
598231.263048331,6430426.53022083,130.326431274414
598481.263048331,6430426.53022083,125.46265411377
598731.263048331,6430426.53022083,138.612258911133
598981.263048331,6430426.53022083,155.33935546875
599231.263048331,6430426.53022083,169.592315673828
599481.263048331,6430426.53022083,186.71159362793
599731.263048331,6430426.53022083,191.323837280273
599981.263048331,6430426.53022083,180.730163574219
600231.263048331,6430426.53022083,175.997268676758
600481.263048331,6430426.53022083,194.258087158203
600731.263048331,6430426.53022083,199.890533447266
600981.263048331,6430426.53022083,215.822326660156
601231.263048331,6430426.53022083,219.71891784668
601481.263048331,6430426.53022083,210.302551269531
601731.263048331,6430426.53022083,220.919708251953
601981.263048331,6430426.53022083,219.649337768555
602231.263048331,6430426.53022083,227.392425537109
602481.263048331,6430426.53022083,240.848007202148
602731.263048331,6430426.53022083,255.474060058594
602981.263048331,6430426.53022083,268.584381103516
603231.263048331,6430426.53022083,245.348175048828
586231.263048331,6430176.53022083,267.329315185547
586481.263048331,6430176.53022083,270.480010986328
586731.263048331,6430176.53022083,282.436828613281
586981.263048331,6430176.53022083,298.241943359375
587231.263048331,6430176.53022083,296.232635498047
587481.263048331,6430176.53022083,278.430114746094
587731.263048331,6430176.53022083,265.719970703125
587981.263048331,6430176.53022083,263.117065429688
588231.263048331,6430176.53022083,237.38639831543
588481.263048331,6430176.53022083,250.068862915039
588731.263048331,6430176.53022083,246.709655761719
588981.263048331,6430176.53022083,225.802856445312
589231.263048331,6430176.53022083,215.36799621582
589481.263048331,6430176.53022083,188.775375366211
589731.263048331,6430176.53022083,181.901580810547
589981.263048331,6430176.53022083,182.104507446289
590231.263048331,6430176.53022083,186.591278076172
590481.263048331,6430176.53022083,215.062866210938
590731.263048331,6430176.53022083,245.287139892578
590981.263048331,6430176.53022083,272.238983154297
591231.263048331,6430176.53022083,297.950622558594
591481.263048331,6430176.53022083,304.742065429688
591731.263048331,6430176.53022083,297.264831542969
591981.263048331,6430176.53022083,293.982330322266
592231.263048331,6430176.53022083,274.852844238281
592481.263048331,6430176.53022083,277.824371337891
592731.263048331,6430176.53022083,300.033538818359
592981.263048331,6430176.53022083,317.621917724609
593231.263048331,6430176.53022083,307.832000732422
593481.263048331,6430176.53022083,304.308044433594
593731.263048331,6430176.53022083,275.911590576172
593981.263048331,6430176.53022083,249.117630004883
594231.263048331,6430176.53022083,228.665466308594
594481.263048331,6430176.53022083,178.796813964844
594731.263048331,6430176.53022083,135.631454467773
594981.263048331,6430176.53022083,116.708229064941
595231.263048331,6430176.53022083,115.995468139648
595481.263048331,6430176.53022083,131.764007568359
595731.263048331,6430176.53022083,160.776092529297
595981.263048331,6430176.53022083,180.265472412109
596231.263048331,6430176.53022083,224.942596435547
596481.263048331,6430176.53022083,246.267501831055
596731.263048331,6430176.53022083,243.99821472168
596981.263048331,6430176.53022083,229.731994628906
597231.263048331,6430176.53022083,195.915939331055
597481.263048331,6430176.53022083,174.740036010742
597731.263048331,6430176.53022083,162.602478027344
597981.263048331,6430176.53022083,144.189468383789
598231.263048331,6430176.53022083,131.034744262695
598481.263048331,6430176.53022083,123.965873718262
598731.263048331,6430176.53022083,136.231292724609
598981.263048331,6430176.53022083,155.085021972656
599231.263048331,6430176.53022083,165.540756225586
599481.263048331,6430176.53022083,177.952743530273
599731.263048331,6430176.53022083,179.735763549805
599981.263048331,6430176.53022083,181.051986694336
600231.263048331,6430176.53022083,185.388168334961
600481.263048331,6430176.53022083,194.394592285156
600731.263048331,6430176.53022083,208.506576538086
600981.263048331,6430176.53022083,223.820220947266
601231.263048331,6430176.53022083,237.482849121094
601481.263048331,6430176.53022083,229.664886474609
601731.263048331,6430176.53022083,231.04328918457
601981.263048331,6430176.53022083,234.802276611328
602231.263048331,6430176.53022083,227.810317993164
602481.263048331,6430176.53022083,236.234527587891
602731.263048331,6430176.53022083,256.546661376953
602981.263048331,6430176.53022083,250.844497680664
603231.263048331,6430176.53022083,220.756698608398
586231.263048331,6429926.53022083,279.211608886719
586481.263048331,6429926.53022083,281.342529296875
586731.263048331,6429926.53022083,285.626800537109
586981.263048331,6429926.53022083,294.490020751953
587231.263048331,6429926.53022083,300.710510253906
587481.263048331,6429926.53022083,301.051452636719
587731.263048331,6429926.53022083,293.314270019531
587981.263048331,6429926.53022083,275.228668212891
588231.263048331,6429926.53022083,244.305145263672
588481.263048331,6429926.53022083,263.929229736328
588731.263048331,6429926.53022083,270.321136474609
588981.263048331,6429926.53022083,256.168487548828
589231.263048331,6429926.53022083,248.330612182617
589481.263048331,6429926.53022083,221.752075195312
589731.263048331,6429926.53022083,205.261581420898
589981.263048331,6429926.53022083,204.115615844727
590231.263048331,6429926.53022083,222.193176269531
590481.263048331,6429926.53022083,229.003479003906
590731.263048331,6429926.53022083,255.877685546875
590981.263048331,6429926.53022083,278.692718505859
591231.263048331,6429926.53022083,305.27001953125
591481.263048331,6429926.53022083,292.780456542969
591731.263048331,6429926.53022083,271.926818847656
591981.263048331,6429926.53022083,268.161437988281
592231.263048331,6429926.53022083,265.572540283203
592481.263048331,6429926.53022083,282.321319580078
592731.263048331,6429926.53022083,298.420837402344
592981.263048331,6429926.53022083,294.904693603516
593231.263048331,6429926.53022083,302.29638671875
593481.263048331,6429926.53022083,312.366333007812
593731.263048331,6429926.53022083,299.977142333984
593981.263048331,6429926.53022083,297.127685546875
594231.263048331,6429926.53022083,278.695648193359
594481.263048331,6429926.53022083,217.888717651367
594731.263048331,6429926.53022083,151.100799560547
594981.263048331,6429926.53022083,118.935600280762
595231.263048331,6429926.53022083,126.450508117676
595481.263048331,6429926.53022083,160.908767700195
595731.263048331,6429926.53022083,195.962387084961
595981.263048331,6429926.53022083,203.951507568359
596231.263048331,6429926.53022083,221.215560913086
596481.263048331,6429926.53022083,239.504440307617
596731.263048331,6429926.53022083,229.43342590332
596981.263048331,6429926.53022083,194.539459228516
597231.263048331,6429926.53022083,179.484619140625
597481.263048331,6429926.53022083,168.811813354492
597731.263048331,6429926.53022083,163.402938842773
597981.263048331,6429926.53022083,150.42366027832
598231.263048331,6429926.53022083,136.583023071289
598481.263048331,6429926.53022083,124.881813049316
598731.263048331,6429926.53022083,135.113357543945
598981.263048331,6429926.53022083,151.607894897461
599231.263048331,6429926.53022083,156.378616333008
599481.263048331,6429926.53022083,163.875564575195
599731.263048331,6429926.53022083,168.789123535156
599981.263048331,6429926.53022083,178.16242980957
600231.263048331,6429926.53022083,194.062896728516
600481.263048331,6429926.53022083,203.026229858398
600731.263048331,6429926.53022083,214.725082397461
600981.263048331,6429926.53022083,226.77880859375
601231.263048331,6429926.53022083,238.568023681641
601481.263048331,6429926.53022083,236.426330566406
601731.263048331,6429926.53022083,234.983062744141
601981.263048331,6429926.53022083,243.169738769531
602231.263048331,6429926.53022083,231.128662109375
602481.263048331,6429926.53022083,238.508483886719
602731.263048331,6429926.53022083,247.882583618164
602981.263048331,6429926.53022083,223.253768920898
603231.263048331,6429926.53022083,210.656784057617
586231.263048331,6429676.53022083,267.051055908203
586481.263048331,6429676.53022083,268.848663330078
586731.263048331,6429676.53022083,272.150512695312
586981.263048331,6429676.53022083,272.723205566406
587231.263048331,6429676.53022083,282.035949707031
587481.263048331,6429676.53022083,296.221221923828
587731.263048331,6429676.53022083,300.922271728516
587981.263048331,6429676.53022083,278.206390380859
588231.263048331,6429676.53022083,263.097747802734
588481.263048331,6429676.53022083,277.050994873047
588731.263048331,6429676.53022083,287.128631591797
588981.263048331,6429676.53022083,281.696899414062
589231.263048331,6429676.53022083,259.511322021484
589481.263048331,6429676.53022083,233.487274169922
589731.263048331,6429676.53022083,222.33772277832
589981.263048331,6429676.53022083,222.708114624023
590231.263048331,6429676.53022083,241.304275512695
590481.263048331,6429676.53022083,242.595245361328
590731.263048331,6429676.53022083,256.588256835938
590981.263048331,6429676.53022083,273.904876708984
591231.263048331,6429676.53022083,297.821105957031
591481.263048331,6429676.53022083,285.171813964844
591731.263048331,6429676.53022083,254.520385742188
591981.263048331,6429676.53022083,248.612838745117
592231.263048331,6429676.53022083,266.512023925781
592481.263048331,6429676.53022083,288.086944580078
592731.263048331,6429676.53022083,292.165466308594
592981.263048331,6429676.53022083,280.53857421875
593231.263048331,6429676.53022083,292.126953125
593481.263048331,6429676.53022083,304.744873046875
593731.263048331,6429676.53022083,290.997833251953
593981.263048331,6429676.53022083,289.091400146484
594231.263048331,6429676.53022083,290.173278808594
594481.263048331,6429676.53022083,238.251968383789
594731.263048331,6429676.53022083,154.528945922852
594981.263048331,6429676.53022083,125.414596557617
595231.263048331,6429676.53022083,151.439453125
595481.263048331,6429676.53022083,195.949905395508
595731.263048331,6429676.53022083,241.141067504883
595981.263048331,6429676.53022083,256.938262939453
596231.263048331,6429676.53022083,233.448654174805
596481.263048331,6429676.53022083,232.338668823242
596731.263048331,6429676.53022083,218.293884277344
596981.263048331,6429676.53022083,173.640655517578
597231.263048331,6429676.53022083,160.536727905273
597481.263048331,6429676.53022083,159.609176635742
597731.263048331,6429676.53022083,157.166229248047
597981.263048331,6429676.53022083,151.389129638672
598231.263048331,6429676.53022083,141.28337097168
598481.263048331,6429676.53022083,125.026092529297
598731.263048331,6429676.53022083,130.553527832031
598981.263048331,6429676.53022083,143.222259521484
599231.263048331,6429676.53022083,148.661956787109
599481.263048331,6429676.53022083,153.480514526367
599731.263048331,6429676.53022083,163.155319213867
599981.263048331,6429676.53022083,172.240829467773
600231.263048331,6429676.53022083,187.241455078125
600481.263048331,6429676.53022083,201.014892578125
600731.263048331,6429676.53022083,207.727462768555
600981.263048331,6429676.53022083,219.006256103516
601231.263048331,6429676.53022083,231.753601074219
601481.263048331,6429676.53022083,221.737594604492
601731.263048331,6429676.53022083,220.09782409668
601981.263048331,6429676.53022083,232.765548706055
602231.263048331,6429676.53022083,231.860046386719
602481.263048331,6429676.53022083,237.526992797852
602731.263048331,6429676.53022083,232.082977294922
602981.263048331,6429676.53022083,206.752166748047
603231.263048331,6429676.53022083,186.909469604492
586231.263048331,6429426.53022083,251.369400024414
586481.263048331,6429426.53022083,256.413452148438
586731.263048331,6429426.53022083,259.149383544922
586981.263048331,6429426.53022083,262.518951416016
587231.263048331,6429426.53022083,273.533142089844
587481.263048331,6429426.53022083,287.864227294922
587731.263048331,6429426.53022083,292.165649414062
587981.263048331,6429426.53022083,292.530822753906
588231.263048331,6429426.53022083,291.000640869141
588481.263048331,6429426.53022083,306.985382080078
588731.263048331,6429426.53022083,314.017303466797
588981.263048331,6429426.53022083,292.962066650391
589231.263048331,6429426.53022083,248.731369018555
589481.263048331,6429426.53022083,230.435699462891
